,goal_number,match_api_id,comment,elapsed,event_incident_typefk,goal_type,goal_id,n,player1,player2,sortorder,stats,subtype,team,type,elapsed_plus,del,coordinates
3501,3,1025054,n,43,414,n,1851661,221,24154,40945,0,,deflected,10260,goal,,,
3502,4,1025054,n,88,407,n,1852568,263,30829,24154,0,,distance,10260,goal,,,
3503,5,1025054,n,90,721,n,1852588,266,27430,35327,3,,tap_in,10260,goal,,,
3504,1,1025058,n,29,393,n,1851153,185,37412,39027,2,,shot,8456,goal,,,
3505,2,1025058,n,36,39,n,1851306,189,24159,,1,,distance,8456,goal,,,
3506,3,1025058,n,54,393,n,1851824,201,37412,26181,5,,shot,8456,goal,,,
3507,1,1025063,n,20,393,n,1850921,230,25550,23257,2,,shot,8659,goal,,,
3508,2,1025063,dg,22,298,dg,1850960,43,35411,,1,,shot,10261,goal,,,
3509,3,1025063,n,34,130,n,1851232,244,35411,,1,,direct_freekick,10261,goal,,,
3510,4,1025063,n,44,406,n,1851449,258,32441,25005,5,,header,8659,goal,,,
3511,5,1025063,n,81,393,n,1852238,301,35411,26163,1,,shot,10261,goal,,,
3512,6,1025063,n,85,393,n,1852328,306,25005,25550,3,,shot,8659,goal,,,
3513,1,1025078,n,8,393,n,1854989,225,37950,24800,4,,shot,9825,goal,,,
3514,2,1025078,n,38,406,n,1855044,244,32627,23225,6,,header,8602,goal,,,
3515,1,1025081,n,69,411,n,1854475,213,26163,24890,1,,volley,10261,goal,,,
3516,2,1025081,n,71,393,n,1854502,215,35411,39968,0,,shot,10261,goal,,,
3517,1,1025084,n,47,393,n,1853634,268,41468,30853,0,,shot,8455,goal,,,
3518,2,1025084,n,56,721,n,1853652,277,30956,38229,0,,tap_in,9879,goal,,,
3519,1,1025090,o,45,115,o,1854173,280,39109,,2,,,8650,goal,,,
3520,2,1025090,n,53,406,n,1854276,290,33632,22764,7,,header,8650,goal,,,
3521,1,1025092,n,8,393,n,1853807,187,30802,32569,1,,shot,10260,goal,,,
3522,2,1025092,n,41,393,n,1854135,225,27430,24156,2,,shot,10260,goal,,,
3523,3,1025092,n,58,393,n,1854353,245,27430,35327,0,,shot,10260,goal,,,
3524,4,1025092,n,75,393,n,1854546,259,35327,34944,5,,shot,10260,goal,,,
3525,5,1025092,p,78,20,p,1854571,261,27430,,1,,,10260,goal,,,
3526,1,1025098,n,55,393,n,1855507,288,31921,30960,4,,shot,8586,goal,,,
3527,2,1025098,dg,66,298,dg,1855524,165,30960,,0,,shot,8586,goal,,,
3528,3,1025098,n,67,393,n,1855527,294,31921,31097,0,,shot,8586,goal,,,
3529,1,1025108,n,26,414,n,1854015,282,160243,33468,9,,deflected,8472,goal,,,
3530,2,1025108,p,51,20,p,1854274,311,24846,,0,,,8668,goal,,,
3531,1,1025111,n,14,393,n,1855206,178,38759,38831,1,,shot,10003,goal,,,
3532,2,1025111,n,58,393,n,1855292,225,32084,23265,3,,shot,10172,goal,,,
3533,1,1025124,n,60,393,n,1856810,293,30843,3520,5,,shot,9825,goal,,,
3534,1,1025131,n,22,407,n,1856262,222,34430,35532,0,,distance,8559,goal,,,
3535,2,1025131,n,49,406,n,1856648,252,32627,23538,2,,header,8602,goal,,,
3536,1,1025137,p,23,20,p,1856266,243,30822,,2,,,8455,goal,,,
3537,2,1025137,n,28,393,n,1856319,246,24213,29581,33,,shot,10252,goal,,,
3538,3,1025137,n,83,393,n,1857136,313,38609,161414,0,,shot,10252,goal,,,
3539,4,1025137,n,86,393,n,1857180,312,23949,24213,33,,shot,10252,goal,,,
3540,1,1025141,o,25,115,o,1855615,154,25984,,1,,,8650,goal,,,
3541,2,1025141,n,30,393,n,1855626,147,33781,39109,1,,shot,8650,goal,,,
3542,3,1025141,n,67,130,n,1855683,199,33781,,0,,direct_freekick,8650,goal,,,
3543,4,1025141,n,78,393,n,1855696,203,30618,156008,0,,shot,8650,goal,,,
3544,1,1025144,p,16,20,p,1855767,284,24160,,0,,,8655,goal,,,
3545,2,1025144,n,51,80,n,1855864,307,24160,,2,,shot,8655,goal,,,
3546,3,1025144,n,52,406,n,1855866,325,27430,38994,1,,header,10260,goal,,,
3547,4,1025144,n,62,393,n,1855883,373,27430,35327,0,,shot,10260,goal,,,
3548,5,1025144,n,80,649,n,1855942,346,202180,,4,,tap_in,8655,goal,,,
3549,1,1025149,n,7,80,n,1856060,291,96958,,5,,shot,9879,goal,,,
3550,2,1025149,n,90,406,n,1857286,341,24693,96456,6,,header,9850,goal,4,,
3551,1,1025153,n,45,721,n,1856576,246,106228,71550,1,,tap_in,8528,goal,,,
3552,2,1025153,p,77,20,p,1857073,285,33881,,1,,,10194,goal,,,
3553,3,1025153,n,84,393,n,1857165,281,31953,33881,1,,shot,10194,goal,,,
3554,4,1025153,p,87,20,p,1857204,297,22991,,0,,,8528,goal,,,
3555,1,1025157,n,90,393,n,1857741,292,242308,33468,1,,shot,8472,goal,4,,
3556,1,1025164,n,44,414,n,1856565,214,30840,40006,0,,deflected,8586,goal,,,
3557,2,1025164,n,84,393,n,1857140,252,23991,89185,2,,shot,10003,goal,,,
3558,1,1025173,n,87,393,n,1857520,298,25666,24023,1,,shot,8668,goal,,,
3559,1,1024285,o,78,115,o,1613447,338,75489,,1,,,9825,goal,,,
3560,2,1024285,n,90,721,n,1613492,344,40636,25923,3,,tap_in,8650,goal,,,
3561,1,1024290,n,12,393,n,1613663,233,23264,23949,4,,shot,10252,goal,,,
3562,2,1024290,n,25,393,n,1613747,250,34466,23264,1,,shot,10252,goal,,,
3563,3,1024290,n,52,406,n,1614031,271,23916,113465,1,,header,8655,goal,,,
3564,4,1024290,n,68,393,n,1614206,287,23949,38609,1,,shot,10252,goal,,,
3565,1,1024295,n,26,407,n,1616921,293,37459,24208,1,,distance,8456,goal,,,
3566,2,1024295,n,38,407,n,1617007,307,23782,38807,0,,distance,8456,goal,,,
3567,3,1024295,n,39,411,n,1617027,310,30753,33633,4,,volley,8559,goal,,,
3568,4,1024295,n,47,393,n,1617203,330,15403,38807,2,,shot,8456,goal,,,
3569,5,1024295,n,63,406,n,1617338,352,23934,33633,1,,header,8559,goal,,,
3570,1,1024299,n,4,80,n,1614491,133,23293,,1,,shot,8659,goal,,,
3571,2,1024299,n,53,414,n,1614921,183,37804,30631,0,,deflected,8455,goal,,,
3572,3,1024299,n,83,393,n,1615127,196,30679,25925,2,,shot,8455,goal,,,
3573,1,1024304,n,31,393,n,1613781,127,38704,23163,1,,shot,10172,goal,,,
3574,1,1024308,n,61,406,n,1618230,324,113836,160713,2,,header,10260,goal,,,
3575,2,1024308,n,76,393,n,1618281,348,40961,113836,6,,shot,10260,goal,,,
3576,3,1024308,n,87,406,n,1618308,362,30829,24154,3,,header,10260,goal,,,
3577,1,1024313,n,37,406,n,1615713,306,67850,24583,3,,header,9850,goal,,,
3578,2,1024313,npm,65,348,npm,1616128,187,33881,,0,,saved_back_into_play,10194,goal,,,
3579,3,1024313,n,90,406,n,1616420,358,30988,23253,2,,header,10194,goal,4,,
3580,1,1024315,n,62,130,n,1613278,197,24890,,5,,direct_freekick,10261,goal,,,
3581,1,1024321,npm,73,348,npm,1614258,175,22991,,0,,saved_back_into_play,8528,goal,,,
3582,1,1024324,n,42,80,n,1616085,270,23291,,4,,shot,8602,goal,,,
3583,2,1024324,n,45,393,n,1616127,275,23538,34193,3,,shot,8602,goal,1,,
3584,1,1025185,n,4,80,n,1858089,219,23305,,1,,shot,10003,goal,,,
3585,2,1025185,n,47,393,n,1858464,260,38831,38759,3,,shot,10003,goal,,,
3586,1,1025191,n,17,411,n,1858195,222,30830,24411,4,,volley,10194,goal,,,
3587,2,1025191,n,45,393,n,1858412,252,30830,24773,3,,shot,10194,goal,,,
3588,3,1025191,n,70,393,n,1858627,274,32465,24160,0,,shot,8655,goal,,,
3589,1,1025198,n,63,407,n,1861444,260,31465,24216,2,,distance,8668,goal,,,
3590,2,1025198,n,67,80,n,1861472,268,41175,,3,,shot,8559,goal,,,
3591,3,1025198,n,78,393,n,1861532,275,23783,38856,1,,shot,8559,goal,,,
3592,1,1025202,n,21,406,n,1858931,231,46539,75489,3,,header,9825,goal,,,
3593,2,1025202,n,85,406,n,1859061,303,23283,30890,3,,header,9879,goal,,,
3594,3,1025202,n,90,411,n,1859081,314,24741,33045,1,,volley,9879,goal,3,,
3595,1,1025207,n,11,393,n,1859635,161,37412,37459,0,,shot,8456,goal,,,
3596,2,1025207,n,33,406,n,1859805,184,36615,37459,2,,header,8456,goal,,,
3597,3,1025207,p,75,20,p,1860076,217,38807,,0,,,8456,goal,,,
3598,1,1025212,n,33,411,n,1861240,246,35411,24225,1,,volley,10261,goal,,,
3599,2,1025212,n,47,130,n,1861365,260,26160,,0,,direct_freekick,10261,goal,,,
3600,3,1025212,o,90,115,o,1861626,311,186137,,2,,,10260,goal,,,
3601,1,1025216,n,11,393,n,1858141,214,24205,23311,2,,shot,10172,goal,,,
3602,2,1025216,n,42,407,n,1858387,238,47194,24583,1,,distance,9850,goal,,,
3603,3,1025216,n,83,393,n,1858760,286,37166,96456,2,,shot,9850,goal,,,
3604,1,1025220,n,63,393,n,1859919,300,30348,31921,1,,shot,8586,goal,,,
3605,1,1025222,n,45,130,n,1859809,200,25075,,0,,direct_freekick,8472,goal,4,,
3606,2,1025222,n,55,406,n,1859880,210,175947,40563,0,,header,8472,goal,,,
3607,3,1025222,n,62,414,n,1859920,215,71550,101192,0,,deflected,8528,goal,,,
3608,4,1025222,n,73,393,n,1859988,224,33468,36410,0,,shot,8472,goal,,,
3609,5,1025222,n,80,393,n,1860039,232,40563,33468,2,,shot,8472,goal,,,
3610,1,1025228,n,54,393,n,1858514,249,79574,30627,22,,shot,8455,goal,,,
3611,2,1025228,n,84,393,n,1858786,270,33138,32627,55,,shot,8602,goal,,,
3612,3,1025228,n,89,721,n,1858833,276,30631,38834,33,,tap_in,8455,goal,,,
3613,1,1025240,n,56,393,n,1872855,261,23949,24213,4,,shot,10252,goal,,,
3614,2,1025240,n,69,393,n,1873060,279,25666,30700,0,,shot,8668,goal,,,
3615,1,1025244,n,45,130,n,1872728,291,23916,,0,,direct_freekick,8655,goal,4,,
3616,2,1025244,n,46,391,n,1872772,292,30342,32465,4,,loose_ball,8655,goal,,,
3617,3,1025244,dg,51,299,dg,1872839,130,30956,,2,,header,9879,goal,,,
3618,4,1025244,n,56,393,n,1872921,307,34574,30338,1,,shot,9879,goal,,,
3619,5,1025244,n,79,393,n,1873280,330,113631,109621,5,,shot,8655,goal,,,
3620,1,1025248,n,13,393,n,1872165,202,30631,30853,4,,shot,8455,goal,,,
3621,1,1025255,npm,22,348,npm,1872284,56,30829,,0,,saved_back_into_play,10260,goal,,,
3622,2,1025255,n,45,393,n,1872688,299,30373,30829,2,,shot,10260,goal,1,,
3623,3,1025255,n,74,393,n,1873156,300,113836,30829,1,,shot,10260,goal,,,
3624,4,1025255,n,83,407,n,1873287,318,34944,24154,0,,distance,10260,goal,,,
3625,1,1025257,n,37,393,n,1875511,200,35454,24890,1,,shot,10261,goal,,,
3626,1,1025260,n,5,393,n,1876256,205,30843,3520,0,,shot,9825,goal,,,
3627,2,1025260,p,16,20,p,1876306,196,23991,,1,,,10003,goal,,,
3628,3,1025260,n,58,393,n,1876555,268,23305,47558,0,,shot,10003,goal,,,
3629,4,1025260,n,69,393,n,1876620,262,31013,30986,0,,shot,9825,goal,,,
3630,5,1025260,n,70,393,n,1876622,246,38759,157729,0,,shot,10003,goal,,,
3631,1,1025261,n,22,393,n,1872298,218,32627,34193,3,,shot,8602,goal,,,
3632,2,1025261,n,51,393,n,1872819,213,31097,31921,0,,shot,8586,goal,,,
3633,1,1025262,n,43,411,n,1872669,232,23629,35493,10,,volley,9850,goal,,,
3634,2,1025262,p,68,20,p,1873073,258,23293,,0,,,8659,goal,,,
3635,3,1025262,n,79,406,n,1873251,277,37166,24698,10,,header,9850,goal,,,
3636,1,1025265,n,22,406,n,1880127,181,15403,37459,2,,header,8456,goal,,,
3637,1,1025274,n,45,406,n,1893838,309,35327,24154,0,,header,10260,goal,2,,
3638,2,1025274,n,71,393,n,1894191,336,30843,196386,5,,shot,9825,goal,,,
3639,3,1025274,n,81,393,n,1894302,345,113836,35327,4,,shot,10260,goal,,,
3640,1,1025278,n,4,393,n,1890320,189,155384,41175,0,,shot,8559,goal,,,
3641,2,1025278,n,29,393,n,1890518,218,24780,38856,1,,shot,8559,goal,,,
3642,3,1025278,n,37,393,n,1890577,226,33781,47382,0,,shot,8650,goal,,,
3643,4,1025278,n,50,411,n,1890871,250,26454,24166,1,,volley,8559,goal,,,
3644,1,1025282,n,24,393,n,1888816,237,30876,39618,9,,shot,8668,goal,,,
3645,2,1025282,n,72,393,n,1889730,310,32465,23916,5,,shot,8655,goal,,,
3646,1,1025287,n,43,407,n,1889115,208,40565,26163,0,,distance,10261,goal,,,
3647,2,1025287,p,52,20,p,1889358,216,30338,,0,,,9879,goal,,,
3648,3,1025287,n,59,393,n,1889493,225,30956,24741,5,,shot,9879,goal,,,
3649,4,1025287,n,65,393,n,1889619,232,30956,24741,1,,shot,9879,goal,,,
3650,5,1025287,p,68,20,p,1889656,237,24741,,2,,,9879,goal,,,
3651,6,1025287,n,85,80,n,1889893,248,26163,,3,,shot,10261,goal,,,
3652,7,1025287,n,89,393,n,1889948,250,30956,24741,0,,shot,9879,goal,,,
3653,1,1025293,n,56,393,n,1892802,270,26181,37459,1,,shot,8456,goal,,,
3654,2,1025293,n,59,721,n,1892837,279,33086,15403,1,,tap_in,8456,goal,,,
3655,3,1025293,n,60,393,n,1892842,286,30348,26108,1,,shot,8586,goal,,,
3656,4,1025293,n,65,407,n,1892865,285,31921,30895,0,,distance,8586,goal,,,
3657,5,1025293,p,90,20,p,1893130,319,108808,,0,,,8456,goal,5,,
3658,1,1025300,p,33,20,p,1888937,247,24101,,0,,,10172,goal,,,
3659,2,1025300,n,45,130,n,1889153,260,23163,,0,,direct_freekick,10172,goal,,,
3660,3,1025300,n,66,130,n,1889624,278,71550,,0,,direct_freekick,8528,goal,,,
3661,4,1025300,npm,74,348,npm,1889726,170,24101,,0,,saved_back_into_play,10172,goal,,,
3662,5,1025300,n,81,407,n,1889826,292,38704,30367,1,,distance,10172,goal,,,
3663,1,1025305,n,35,407,n,1888984,244,24171,71502,1,,distance,8659,goal,,,
3664,2,1025305,npm,72,348,npm,1889704,163,33881,,0,,saved_back_into_play,10194,goal,,,
3665,3,1025305,n,86,406,n,1889911,293,31953,34601,1,,header,10194,goal,,,
3666,4,1025305,n,90,130,n,1889985,290,32734,,1,,direct_freekick,8659,goal,1,,
3667,1,1025308,n,14,393,n,1888594,219,33468,175947,3,,shot,8472,goal,,,
3668,2,1025308,n,85,407,n,1889941,236,25075,33468,0,,distance,8472,goal,,,
3669,1,1025314,p,11,20,p,1888522,226,23949,,0,,,10252,goal,,,
3670,2,1025314,n,21,393,n,1888732,290,32148,159596,1,,shot,8602,goal,,,
3671,3,1025314,n,31,406,n,1888920,248,24676,34193,2,,header,8602,goal,,,
3672,4,1025314,n,51,411,n,1889353,269,24635,161414,0,,volley,10252,goal,,,
3673,5,1025314,n,85,39,n,1889889,320,24635,,2,,distance,10252,goal,,,
3674,1,1025410,p,38,20,p,1909262,237,70409,,0,,,10260,goal,,,
3675,2,1025410,p,53,20,p,1909476,250,27430,,0,,,10260,goal,,,
3676,1,1025416,n,21,411,n,1911661,195,24157,175947,0,,volley,8472,goal,,,
3677,2,1025416,n,28,406,n,1911844,204,33468,24157,9,,header,8472,goal,,,
3678,3,1025416,o,54,115,o,1912352,235,181379,,3,,,9850,goal,,,
3679,1,1025419,n,39,411,n,1909154,257,23991,157729,2,,volley,10003,goal,,,
3680,2,1025419,o,90,115,o,1909835,325,102356,,0,,,10003,goal,3,,
3681,1,1025422,n,29,393,n,1909022,215,31921,31097,1,,shot,8586,goal,,,
3682,2,1025422,n,34,80,n,1909098,219,31097,,2,,shot,8586,goal,,,
3683,3,1025422,n,64,393,n,1909456,240,31921,40006,2,,shot,8586,goal,,,
3684,4,1025422,n,81,393,n,1909670,251,28901,106228,0,,shot,8528,goal,,,
3685,1,1025424,n,53,393,n,1909352,227,47382,39109,1,,shot,8650,goal,,,
3686,2,1025424,n,61,393,n,1909418,230,33781,95331,0,,shot,8650,goal,,,
3687,3,1025424,n,78,393,n,1909627,250,37139,39109,1,,shot,8650,goal,,,
3688,1,1025436,n,12,393,n,1911178,208,33418,30367,0,,shot,10172,goal,,,
3689,2,1025436,o,29,115,o,1911491,224,24136,,0,,,10252,goal,,,
3690,3,1025436,n,45,721,n,1911866,245,23949,32870,0,,tap_in,10252,goal,,,
3691,4,1025436,n,79,411,n,1912512,283,29581,38609,0,,volley,10252,goal,,,
3692,1,1025444,o,12,115,o,1911455,204,23837,,0,,,8655,goal,,,
3693,2,1025444,npm,44,348,npm,1912051,89,30342,,0,,saved_back_into_play,8655,goal,,,
3694,3,1025444,n,90,393,n,1913023,295,39968,36412,1,,shot,10261,goal,2,,
3695,1,1025448,n,60,414,n,1909635,274,24156,30700,0,,deflected,8668,goal,,,
3696,1,1025453,n,69,393,n,1912679,300,30956,38229,5,,shot,9879,goal,,,
3697,2,1025453,n,82,393,n,1912893,309,33790,24171,4,,shot,8659,goal,,,
3698,1,1025469,n,2,393,n,1914885,195,30843,31013,4,,shot,9825,goal,,,
3699,2,1025469,n,32,130,n,1915007,223,23916,,0,,direct_freekick,8655,goal,,,
3700,3,1025469,n,38,393,n,1915033,226,30843,31013,1,,shot,9825,goal,,,
3701,4,1025469,n,40,393,n,1915044,228,196386,30843,2,,shot,9825,goal,,,
3702,5,1025469,n,51,393,n,1915210,243,24011,46539,2,,shot,9825,goal,,,
3703,6,1025469,n,54,393,n,1915231,245,196386,31013,2,,shot,9825,goal,,,
3704,7,1025469,n,61,393,n,1915289,250,30843,159594,1,,shot,9825,goal,,,
3705,8,1025469,n,90,393,n,1915491,275,30626,30843,1,,shot,9825,goal,3,,
3706,1,1025473,o,36,115,o,1920574,287,43248,,3,,,10260,goal,,,
3707,2,1025473,n,46,411,n,1920720,306,41468,30853,2,,volley,8455,goal,,,
3708,3,1025473,n,51,406,n,1920781,317,52133,41468,0,,header,8455,goal,,,
3709,4,1025473,p,58,20,p,1920863,315,30829,,0,,,10260,goal,,,
3710,5,1025473,p,69,20,p,1921000,334,30829,,0,,,10260,goal,,,
3711,6,1025473,n,84,406,n,1921223,355,70409,24154,6,,header,10260,goal,,,
3712,1,1025479,p,10,20,p,1917370,149,37412,,2,,,8456,goal,,,
3713,2,1025479,o,30,115,o,1917508,163,43247,,2,,,9879,goal,,,
3714,3,1025479,n,72,393,n,1917912,167,15403,37412,1,,shot,8456,goal,,,
3715,1,1025483,n,30,393,n,1919339,189,35411,24890,2,,shot,10261,goal,,,
3716,2,1025483,n,45,721,n,1919505,182,24635,29581,0,,tap_in,10252,goal,5,,
3717,3,1025483,n,71,393,n,1919833,243,46700,33852,2,,shot,10261,goal,,,
3718,1,1025487,n,69,411,n,1916716,284,23629,24693,5,,volley,9850,goal,,,
3719,2,1025487,n,85,721,n,1916927,307,47194,24903,3,,tap_in,9850,goal,,,
3720,1,1025489,n,16,411,n,1915771,228,24741,30367,3,,volley,10172,goal,,,
3721,2,1025489,n,46,393,n,1916338,276,23538,23291,3,,shot,8602,goal,,,
3722,3,1025489,n,71,393,n,1916726,282,23291,34433,3,,shot,8602,goal,,,
3723,1,1025492,n,60,393,n,1916567,242,175947,33468,2,,shot,8472,goal,,,
3724,1,1025495,n,54,393,n,1916444,275,26494,26527,1,,shot,8659,goal,,,
3725,2,1025495,n,55,393,n,1916460,266,157729,102356,0,,shot,10003,goal,,,
3726,3,1025495,n,59,393,n,1916525,288,38759,157729,2,,shot,10003,goal,,,
3727,1,1025499,o,76,115,o,1916769,268,30371,,10,,,8668,goal,,,
3728,2,1025499,n,83,406,n,1916871,279,25666,24846,10,,header,8668,goal,,,
3729,1,1025514,n,63,393,n,1933288,226,33086,23782,3,,shot,8456,goal,,,
3730,1,1025515,n,15,393,n,1928806,227,24160,109621,11,,shot,8655,goal,,,
3731,2,1025515,n,23,393,n,1928947,272,109621,113465,2,,shot,8655,goal,,,
3732,3,1025515,o,45,115,o,1929353,306,24209,,11,,,10172,goal,5,,
3733,4,1025515,n,71,721,n,1929762,291,32084,25541,3,,tap_in,10172,goal,,,
3734,5,1025515,n,90,393,n,1930031,321,32084,47394,1,,shot,10172,goal,2,,
3735,1,1025517,n,43,406,n,1929275,201,41071,38254,0,,header,8528,goal,,,
3736,2,1025517,n,67,411,n,1929711,183,155384,41175,0,,volley,8559,goal,,,
3737,3,1025517,n,76,393,n,1929815,208,28901,106228,0,,shot,8528,goal,,,
3738,1,1025520,n,5,80,n,1928690,207,36012,,0,,shot,8668,goal,,,
3739,2,1025520,n,71,393,n,1929719,285,160196,30700,1,,shot,8668,goal,,,
3740,1,1025524,n,16,393,n,1928834,249,41244,24130,2,,shot,9879,goal,,,
3741,2,1025524,o,28,115,o,1929037,252,23794,,0,,,10194,goal,,,
3742,3,1025524,n,78,406,n,1929827,275,40695,34601,1,,header,10194,goal,,,
3743,1,1025531,n,47,411,n,1928396,264,30829,24154,2,,volley,10260,goal,,,
3744,2,1025531,n,50,393,n,1928400,234,30829,35327,1,,shot,10260,goal,,,
3745,3,1025531,n,80,391,n,1928474,238,40636,39109,4,,loose_ball,8650,goal,,,
3746,1,1025538,n,70,80,n,1929713,268,175947,,0,,shot,8472,goal,,,
3747,2,1025538,n,75,407,n,1929763,253,75489,24011,1,,distance,9825,goal,,,
3748,3,1025538,n,90,721,n,1929958,276,30626,3520,2,,tap_in,9825,goal,1,,
3749,1,1025546,n,23,393,n,1928935,245,38759,23305,0,,shot,10003,goal,,,
3750,2,1025546,n,47,406,n,1929423,271,24698,23629,2,,header,9850,goal,,,
3751,3,1025546,n,51,414,n,1929480,276,47194,96456,2,,deflected,9850,goal,,,
3752,4,1025546,n,63,393,n,1929634,283,24698,96456,0,,shot,9850,goal,,,
3753,5,1025546,p,87,20,p,1929900,306,38759,,0,,,10003,goal,,,
3754,1,1025549,n,4,393,n,1930279,195,40006,30960,3,,shot,8586,goal,,,
3755,2,1025549,n,6,411,n,1930300,191,30735,30960,2,,volley,8586,goal,,,
3756,3,1025549,n,20,393,n,1930440,206,30735,30960,0,,shot,8586,goal,,,
3757,4,1025549,n,34,393,n,1930501,216,38820,30960,2,,shot,8586,goal,,,
3758,5,1025549,n,65,411,n,1930907,245,30960,30735,5,,volley,8586,goal,,,
3759,1,1025552,n,35,393,n,1932069,236,25550,71502,1,,shot,8659,goal,,,
3760,2,1025552,n,45,393,n,1932101,242,32627,34433,1,,shot,8602,goal,1,,
3761,3,1025552,n,65,393,n,1932292,266,26527,38711,1,,shot,8659,goal,,,
3762,4,1025552,n,78,393,n,1932380,281,25550,26527,0,,shot,8659,goal,,,
3763,5,1025552,n,85,393,n,1932439,286,38711,24171,1,,shot,8659,goal,,,
3764,6,1025552,n,88,393,n,1932473,290,25550,24171,4,,shot,8659,goal,,,
3765,1,1025556,n,4,414,n,1962958,219,30735,30960,1,,deflected,8586,goal,,,
3766,2,1025556,p,34,20,p,1963180,256,30960,,0,,,8586,goal,,,
3767,3,1025556,n,40,406,n,1963235,268,26111,24011,6,,header,9825,goal,,,
3768,4,1025556,n,43,80,n,1963261,275,30843,,2,,shot,9825,goal,,,
3769,5,1025556,n,51,393,n,1963491,284,31435,26111,1,,shot,9825,goal,,,
3770,6,1025556,n,65,393,n,1963644,300,31013,30843,1,,shot,9825,goal,,,
3771,7,1025556,n,68,393,n,1963676,302,31013,23678,0,,shot,9825,goal,,,
3772,1,1025562,n,48,80,n,1960447,230,52133,,1,,shot,8455,goal,,,
3773,2,1025562,n,61,406,n,1960622,243,30822,30631,2,,header,8455,goal,,,
3774,3,1025562,n,79,393,n,1960811,259,30631,41468,1,,shot,8455,goal,,,
3775,1,1025567,n,34,393,n,1994699,207,30618,154271,0,,shot,8650,goal,,,
3776,2,1025567,n,51,393,n,1994842,222,30618,40636,0,,shot,8650,goal,,,
3777,3,1025567,n,90,393,n,1995067,264,30618,40636,1,,shot,8650,goal,3,,
3778,1,1025572,n,30,393,n,1961420,227,108808,16351,2,,shot,8456,goal,,,
3779,2,1025572,n,52,393,n,1961771,252,37412,37459,3,,shot,8456,goal,,,
3780,3,1025572,n,81,406,n,1962022,274,15403,16351,1,,header,8456,goal,,,
3781,1,1025576,n,6,721,n,1959896,194,46700,38373,4,,tap_in,10261,goal,,,
3782,2,1025576,n,18,39,n,1960036,202,33852,,2,,distance,10261,goal,,,
3783,3,1025576,n,50,414,n,1960495,224,23538,23291,0,,deflected,8602,goal,,,
3784,4,1025576,n,66,721,n,1960710,242,23291,25421,2,,tap_in,8602,goal,,,
3785,1,1025582,n,7,406,n,1962961,251,30373,40945,4,,header,10260,goal,,,
3786,2,1025582,n,84,393,n,1963851,330,24698,33076,1,,shot,9850,goal,,,
3787,3,1025582,n,90,721,n,1963982,345,24154,23354,1,,tap_in,10260,goal,2,,
3788,1,1025587,dg,3,289,dg,1959868,15,,,2,,,9879,goal,,,
3789,2,1025587,n,7,393,n,1959904,234,41244,41008,4,,shot,9879,goal,,,
3790,1,1025592,n,25,406,n,1964069,173,23818,24773,0,,header,10194,goal,,,
3791,2,1025592,n,39,406,n,1964226,183,30830,106910,1,,header,10194,goal,,,
3792,1,1025595,n,3,406,n,1959864,196,25550,71502,4,,header,8659,goal,,,
3793,2,1025595,n,41,406,n,1960275,229,24171,23954,2,,header,8659,goal,,,
3794,3,1025595,n,48,393,n,1960461,240,25550,26494,3,,shot,8659,goal,,,
3795,4,1025595,n,90,393,n,1960934,284,38711,32734,1,,shot,8659,goal,1,,
3796,1,1025621,n,24,393,n,1972550,236,29581,33863,3,,shot,10252,goal,,,
3797,2,1025621,n,85,406,n,1973609,289,30342,23593,2,,header,8655,goal,,,
3798,1,1025630,n,36,406,n,1976160,245,41244,34574,2,,header,9879,goal,,,
3799,2,1025630,n,44,393,n,1976226,251,41244,31907,0,,shot,9879,goal,,,
3800,3,1025630,n,56,393,n,1976462,264,30956,30338,1,,shot,9879,goal,,,
3801,4,1025630,n,61,393,n,1976515,269,41244,31907,3,,shot,9879,goal,,,
3802,5,1025630,n,83,393,n,1976764,297,30956,37259,0,,shot,9879,goal,,,
3803,1,1025634,npm,19,348,npm,1971937,54,37139,,0,,saved_back_into_play,8650,goal,,,
3804,2,1025634,o,23,115,o,1971948,255,46539,,3,,,9825,goal,,,
3805,3,1025634,n,31,406,n,1971959,261,30843,26111,1,,header,9825,goal,,,
3806,4,1025634,n,90,411,n,1972124,317,30843,23678,1,,volley,9825,goal,,,
3807,1,1025637,o,24,115,o,1972544,203,26454,,0,,,8559,goal,,,
3808,2,1025637,n,69,393,n,1973368,245,108808,24159,0,,shot,8456,goal,,,
3809,1,1025640,p,25,20,p,1975441,260,36410,,0,,,8472,goal,,,
3810,2,1025640,npm,83,348,npm,1975818,200,35411,,0,,saved_back_into_play,10261,goal,,,
3811,3,1025640,n,90,406,n,1975855,353,24225,24899,3,,header,10261,goal,1,,
3812,1,1025644,n,31,393,n,1972634,265,42714,36012,0,,shot,8668,goal,,,
3813,2,1025644,n,36,406,n,1972697,273,24741,23163,3,,header,10172,goal,,,
3814,1,1025648,n,72,393,n,1973399,304,24773,31953,3,,shot,10194,goal,,,
3815,1,1025653,dg,37,649,dg,1977303,83,30960,,3,,tap_in,8586,goal,,,
3816,2,1025653,n,45,406,n,1977373,281,30829,23354,3,,header,10260,goal,,,
3817,3,1025653,n,60,411,n,1977626,301,23354,40945,2,,volley,10260,goal,,,
3818,4,1025653,n,69,407,n,1977711,298,23354,32569,0,,distance,10260,goal,,,
